Taxa	trait1	trait2	trait3	trait4	trait5	trait6
6_11	-0.005543248	1.135370071	4.381713157	17.80096011	4.763538995	-172.3107278
6_12	-0.01848026	0.059586462	1.953055256	1451.497676	-0.443774115	-90.99419415
6_13	-0.018811404	-0.9295847	7.723717713	419.9759732	-2.132971132	68.12829393
6_14	0.011018751	3.17903289	8.880912412	-453.5244807	-5.024116582	87.10739461
6_15	-0.003391063	1.897890653	-2.358566505	-82.97496155	3.61282758	156.5145754
6_16	0.042074998	2.410372485	11.1819051	320.1776402	-4.790043951	190.3141196
6_17	0.020547903	1.070441808	1.667625202	47.28510558	0.892732239	45.61995088
6_18	0.00148604	-4.068087839	2.69675419	-135.8034551	2.674911358	231.4656524
6_20	-0.009902104	-2.062845694	-0.925820558	-442.5640067	-4.093476869	8.835216491
6_21	0.012169827	1.854777314	-2.407688293	118.9049853	2.265288972	14.73343356
6_22	0.0014425	0.067816037	10.19640923	131.2792182	1.34532205	-72.03970602
6_23	-0.013033819	-2.255001395	-0.488214298	-466.1803446	-2.498620067	136.2401172
6_24	-0.013033819	0.571077214	-0.325975638	1041.276762	0.337937748	-30.11729021
6_25	0.000124715	-3.081717725	0.62468148	556.2820607	-2.022958043	-110.9741107
6_26	0.001909162	2.549706699	-1.584422654	-242.1773351	-3.03814497	48.26467223
6_27	-0.002954437	2.185696067	-0.568362247	340.9251602	-8.593215901	63.74753775
6_28	0.01410363	1.61907027	-2.568525615	-48.71248529	0.89826764	-112.054343
6_29	-0.004603088	0.195539066	-0.598866861	139.2851181	11.22054324	-146.7810322
6_30	0.020565018	-0.295614035	0.4808099	457.672224	7.841986713	-46.15094539
6_31	0.004534111	0.413600136	-5.003041272	442.9837232	-5.261917427	162.8006245
6_32	-0.00740857	1.509723473	5.86377456	346.8526392	3.221231476	-133.7677929
6_33	0.004418384	1.971794367	3.628285306	-1598.973735	7.905293437	90.11102293
6_34	0.016888672	-5.312901799	4.903174074	103.106775	1.430304077	29.7065335
27_1	-0.011793805	-1.247506744	-1.319562814	358.3828956	3.931714661	414.9230153
27_2	-0.011201103	-0.803393762	-2.438055304	-260.2267379	5.958645134	-141.2749776
27_3	-0.007491594	0.905108779	5.398076466	292.0172118	-3.453931842	-88.43916048
27_4	0.003350807	4.166803795	-0.411369718	780.9215337	13.64955468	225.3669186
27_5	-0.001763587	2.82273975	-2.124980364	-629.2818198	-5.531011415	104.1264934
27_6	-0.018382325	5.361004958	2.403504295	-171.2801176	0.08519125	65.80889376
27_7	-0.00036682	2.290201967	-1.251683946	286.8061443	2.272454043	102.037269
27_8	0.02002692	-0.130535825	-0.856301478	543.5992031	4.602404437	26.20232746
27_9	0.003744725	1.770276907	0.091407328	954.0435919	3.437669074	49.3349744
27_10	0.012143288	3.16136497	-5.784675828	446.2715941	-2.121057761	144.6984132
27_11	-0.010424394	1.556706938	2.169139681	-107.3613349	6.896780771	-43.76117666
27_12	-0.012355511	-1.22160599	-1.138667241	119.0428441	-0.753938215	-103.9203247
27_13	-0.012130468	-2.251518041	4.827727516	501.2915641	6.732676198	307.156928
27_14	-0.0017435	-3.565458803	-2.173260044	689.0761173	1.337133358	-70.15458762
27_15	0.010753718	0.703094153	7.194781841	-582.3729454	-13.60392143	95.51765724
27_16	-0.01066462	0.784226114	2.138623966	157.5274088	-3.129283533	12.62576835
27_17	-0.011478182	-2.996331123	0.390449013	167.5868222	5.665859976	10.83818155
27_18	-0.018000922	-3.410314243	4.437585832	-187.2963253	0.120406123	62.06203593
27_19	-0.014258556	-3.052689763	7.032805426	763.4909412	-0.638485015	103.9738385
27_20	-0.022526969	-0.086612716	-0.396912538	1509.344838	2.157911664	158.0161102
27_21	-0.01419341	-0.665255976	-1.090322028	-146.5933917	-5.699359457	224.4263844
27_22	-0.013249557	-0.198080084	6.664538443	9.444493535	-5.721032654	-53.98682605
27_23	-0.021595543	0.846926508	3.826135281	331.2863214	-3.377860786	265.8561602
27_24	-0.01336417	0.886031367	-2.373484224	-56.9737679	2.480533522	124.7826213
27_25	-0.020638777	-1.98562192	12.89095006	81.99464601	-0.420552777	72.96477017
27_26	0.003423839	-2.816061311	10.91875079	41.09754012	-6.585146252	-77.81601636
27_27	-0.001830854	2.614135076	-0.683862235	103.1539371	-2.976587759	-91.12192194
27_28	-0.007130684	0.937493748	0.849147801	541.1079405	0.185014293	-16.51114468
27_29	0.001736869	3.474537533	9.681526382	390.5696146	3.635610441	150.4017428
27_30	0.003935738	5.718979472	2.199449432	-413.6718844	-1.819752711	122.5522165
27_31	-0.012586062	4.344215242	5.229559599	182.1503387	3.078638268	-48.19587673
27_32	-0.012453986	7.720167101	-0.637154368	260.4295653	2.600388573	185.7402333
27_33	-0.02239214	3.368875758	5.034034544	-213.4362452	5.556706889	-54.75036839
27_34	-0.002055366	4.184561456	-4.093581878	63.10430967	-0.67136991	292.1961985
27_35	-0.004924314	4.099806968	1.504745264	1164.694294	0.682767366	280.7814851
14_1	-0.01349686	5.749172138	-4.648874152	-1239.16347	-13.47922127	232.6079767
14_2	-0.014866844	1.984917457	-2.8653949	863.8235044	5.694885772	-65.05098148
14_3	-0.009722859	-2.204492745	-7.618041148	293.7717771	1.488298127	191.7079936
14_4	-0.016750414	1.36260673	-4.752040946	848.6933764	13.50416691	214.7878279
14_5	-0.011095051	1.711379186	-3.202312003	-1348.520679	-11.76311816	90.0120524
14_6	-0.007344458	-3.6942077	8.328209212	2912.151611	4.909268177	233.7901231
14_7	-0.009068589	-6.211488101	-3.288622723	-1005.448417	3.576562597	-58.13562294
14_8	0.004444172	-5.017882719	-0.950555231	874.765995	1.78104243	165.0949225
14_9	-0.015827961	1.743309944	-2.528508356	-307.3143743	-6.955565758	210.5294962
14_10	-0.005824271	1.589152699	-6.144796162	752.4018232	14.72853528	120.3101161
14_11	-0.002295816	0.870145523	4.11296875	818.687577	4.041507926	69.57137964
14_12	-0.014430509	0.85771312	-3.891500119	-997.988675	0.653406737	-87.98739194
14_13	-0.017245873	-0.084290478	-2.120431742	1045.589634	7.297239516	114.8452285
14_14	-0.009426107	-2.945220143	0.376955749	182.9918487	-9.585774587	196.9782783
14_15	-0.01059005	-2.9914963	-5.14697316	2254.419111	12.90801608	133.6701749
14_16	-0.012797371	-3.910803269	-3.700563663	503.0726237	0.054787363	314.7857343
14_17	0.00285105	0.212475651	1.859465212	865.7444302	-0.542491463	121.0084382
14_18	-0.007494598	-1.275824992	-1.538132339	97.27428258	5.248559743	151.2509449
14_19	-0.001808604	-5.923470818	-2.808875234	752.2481084	-3.57035259	-68.8850664
14_20	0.018638363	-1.217116432	-3.091661961	896.9954623	0.319587459	220.4663223
14_21	-0.008240853	-0.779219649	6.355204631	-1497.768506	-11.43154267	164.5365077
14_22	0.00150683	1.311373883	-5.766900916	2107.422898	-0.064055723	122.8488997
14_23	-0.004495118	0.06134878	-2.378371081	809.4629331	1.250331856	77.8033064
14_26	0.008486097	4.268650714	6.130298943	411.1850813	-1.38793986	152.5935484
14_27	-0.004525215	-0.152764788	-3.742537629	1050.140375	2.310700995	-65.34558464
14_28	-0.005037858	3.643745067	-4.668052251	-985.4423249	-11.87540177	182.9035301
14_29	0.007234574	-0.049852136	-7.48014764	2591.173154	-0.350015595	274.4707949
15_1	-0.008410739	1.751464599	0.054347663	929.3430162	-3.707717103	53.75795773
15_2	-0.008410739	3.749627679	-2.474030036	-372.0821956	6.80180302	198.9644796
15_3	0.000135397	-3.603446693	-1.810002111	578.9788201	0.42502342	-39.47243265
15_4	-0.003292286	-2.623656501	2.057545284	-922.1369836	-4.29215269	47.92547446
15_5	-0.025026875	-2.293898864	-0.002590672	-639.5438066	-0.437116751	-111.0882555
15_6	-0.009245663	0.719575334	1.026665297	2035.489965	-3.729187294	298.0610502
15_7	-0.006896589	-3.051586236	1.864740378	-616.9908862	-3.399510105	-39.07879857
15_8	0.009369265	2.58745275	4.849472858	516.9484583	-6.223903138	51.33842133
15_9	-0.008223661	1.871644473	5.349595005	-238.1931125	3.046346702	98.62828907
15_10	-0.02040458	2.796444366	0.664500133	22.43073762	1.826024645	81.57530505
15_11	0.013370918	2.316448147	1.952058186	-224.1094285	0.580491904	261.5274994
15_12	-0.01184233	3.3552443	0.502343615	579.510303	0.29982189	319.5535646
15_13	-0.00189031	0.904679968	7.151544398	-630.4867111	3.859465963	102.0474164
15_14	-0.000164774	1.631975413	0.024589349	133.5266833	2.294710562	-54.05408739
15_15	-0.00602914	-1.429566592	-4.88406599	-168.3965354	-9.230187899	-11.64824215
15_16	-0.004683175	0.778283893	-2.538603944	108.7957543	-7.310996881	53.01390784
15_17	0.006179686	1.802575581	-5.208771679	-369.436309	3.208606522	-17.23865403
15_18	-0.00497442	-0.908378481	-4.576291462	186.9842958	-13.7319715	80.14776113
15_19	-0.012963403	4.735931474	4.609591112	143.9534964	7.035615921	-61.86009005
15_20	-0.00567573	4.665481205	5.32843516	-725.2134348	11.77997571	-78.08634214
15_21	-0.004985626	0.687112954	-1.162470631	744.7088043	-0.378104024	-42.8591415
15_22	-0.017604037	-1.583181566	-2.08E-05	1649.256763	-5.775702318	98.31430393
15_23	-0.014592031	-4.372183476	3.334410977	758.1054917	-3.401027152	80.28206614
15_24	-0.001388083	-3.853476085	5.330456175	620.6386855	3.671559388	-65.70093622
15_25	-0.008364456	-1.391170043	-4.060476299	-342.7388462	-2.059473388	17.00686798
15_26	-0.005040523	-0.617246173	-5.135422874	-278.9059828	6.796156465	20.00155692
15_27	-0.009406444	1.779470852	3.807920452	-550.1841441	-7.646847975	-0.347066153
15_28	0.003441988	1.940753387	6.03979662	127.5870327	-3.499910463	49.16942218
15_29	-0.006476453	-2.019415206	-1.882180737	-503.2971855	-6.35812381	124.174925
15_30	-0.001271458	1.536724132	2.264482753	-974.6659104	1.113546147	179.4070369
15_31	0.002339019	5.492235855	-2.522320944	667.8443	-9.389614014	153.0693075
17_1	-0.017588083	0.430665548	-1.460421385	38.51893624	5.001819186	-88.68606888
17_4	0.001473108	2.737697317	7.500726966	-444.9263816	5.082203454	92.29960325
17_5	0.004242589	3.736504591	1.965581862	90.0130415	-0.748811704	27.67735017
17_6	0.008192406	0.659485396	-4.572610128	-105.8534814	2.019741559	60.25986274
17_7	0.007535633	2.806773897	-0.796311646	142.9335219	-4.392905044	182.0179921
17_8	-0.005533894	1.267371298	-1.955248128	-1074.911558	9.480773205	-0.943065001
17_9	0.011755995	-11.30670035	-2.604229089	-495.1140892	-7.980425063	-148.9557602
17_10	0.004580042	1.419243221	0.338460544	74.93451315	-1.933374174	220.6217345
17_11	0.008063452	3.012992954	-0.414309011	412.7308582	-3.453017794	-100.6695115
17_12	-0.011790239	0.885823977	0.906462591	620.4517177	-1.183357781	125.8418068
17_13	-0.021293661	-0.262522159	3.703202624	15.44716026	-5.813414239	-62.90070169
17_14	0.005674409	1.225159632	1.167223252	379.0228183	1.003020407	-8.565537913
17_15	0.0017087	-2.263510166	0.151955598	659.2163571	3.190009965	231.218026
17_16	0.010248812	1.151139539	-0.276196722	353.6235747	1.22031466	-35.20757693
17_17	-0.005839397	-0.6949556	-1.388876601	-132.8458406	-9.00456327	-188.3292827
17_18	-0.002328265	2.069003666	1.960333358	197.7193637	-2.705621894	0.360527618
17_19	0.004323369	-1.179819231	1.691471738	686.5708241	-0.736103655	37.79099121
17_20	-0.008272404	-0.52711819	0.193540973	-496.6572853	-0.765798972	-72.20265887
17_21	0.000990975	-1.16117063	-2.381902546	-306.2324607	2.202718923	139.845641
17_22	0.020106968	1.145730405	2.323562602	-1062.957333	5.959791494	150.4124825
17_23	0.040175659	-4.077259301	-2.884321784	-1047.671835	-0.976767636	-152.3532113
17_24	0.021728942	-2.436135873	6.094241219	284.2133799	1.543404464	-205.8174127
17_25	0.018858674	1.760443555	1.689017939	404.6499938	7.321097154	-102.7420281
17_27	0.012452105	-2.355212854	5.905525996	-176.1725794	-3.509112079	146.7250088
17_28	0.006273532	-1.796359614	4.005957911	-161.298309	-0.579897285	-137.7882656
17_29	0.00198185	-5.298397336	1.032614116	269.1964409	-0.914054433	13.06626622
17_30	0.012331029	-2.245970654	6.728843865	-283.8826806	-3.39747054	-140.7821276
17_31	-0.008179107	-11.0819448	4.627114278	-108.6151087	-8.751993468	127.4258184
17_32	-0.004231157	-2.404651033	3.972638137	687.6308935	1.929238367	-74.65692277
10_1	-0.011401663	1.73696013	0.49065652	25.48329428	1.652300198	-47.04008925
10_2	-0.016242776	-0.346703246	0.319618311	279.0866245	1.569312559	33.54728593
10_3	-0.003857832	-0.057449714	-4.632986715	586.7522304	5.476100854	52.48449287
10_4	-0.013729944	2.108550777	0.809133602	144.4044378	1.145226173	65.54988436
10_5	-0.019132422	-4.14065774	0.473274209	398.4225241	-4.70518684	134.6786931
10_7	-0.013800523	-2.018521809	2.194681143	-20.96441837	-1.628676743	-83.21927173
10_8	-0.016991117	-2.134825638	1.017324604	-236.4609277	-4.722077803	-18.10629298
10_9	-0.014548299	1.242867896	-0.246205356	131.1360597	-5.633308315	37.0529075
10_10	-0.009299559	-0.407081405	-2.011120262	-537.2990932	0.869331467	164.0807503
10_11	-0.003418702	2.139831889	7.52797292	-553.3912327	-9.102101217	251.7566685
10_12	0.019547888	2.737768393	3.305556228	140.9460881	1.270601376	179.5032105
10_13	-0.00230408	4.408544921	1.834049966	-656.5041846	7.690818061	31.71816115
10_14	-0.031447635	1.764790633	2.167400535	464.5087486	-6.142484664	237.0510039
10_15	-0.00902881	4.315301914	-3.911167695	835.5187036	2.22616356	45.8117489
10_16	-0.009946416	4.981669266	1.518240361	640.5643466	-9.456845583	105.0928856
10_17	0.000448889	-1.691278396	2.111679058	-13.11306582	-0.227718975	-104.1127777
10_18	-0.00862958	-1.050921576	2.640985298	209.2203026	-2.595807324	-97.13465563
10_19	-0.011449056	-0.582410288	4.282006342	725.7771341	0.799543142	4.619173518
10_20	0.010485273	1.582936499	0.441888951	-388.4230086	3.416478281	136.1399739
10_21	-0.006988079	-0.46978402	-3.493438472	-500.9799321	8.692328117	32.42940763
10_22	-0.028940755	2.575251302	3.383001647	31.72647039	-9.220839801	-72.03175476
10_23	0.007288816	-0.699099732	-3.553232429	-1.679905874	-3.493403523	54.59511811
10_24	-0.005649189	1.873935766	-1.106636102	709.1497034	-2.587195209	-107.5711856
10_25	-0.004452951	2.365088866	0.868615292	-587.5607461	3.154535312	24.93908425
10_26	-0.018004288	0.385962489	3.051402474	-374.9776107	-3.901088342	-143.1993832
10_27	-0.009867665	1.137442139	-0.846958347	-328.1355042	-6.566140437	11.67571694
10_28	-0.000638101	2.577528563	-4.94010443	272.5445275	-4.962604606	-21.35391038
10_29	-0.000448374	2.312304011	-3.030826777	473.9949064	-0.311003185	246.1493421
10_30	0.00264095	2.873834114	0.645413641	55.73398578	-5.955269391	-37.90915044
10_31	0.016279039	4.255211978	-2.946283961	1744.340354	2.473520481	128.6311964
10_32	0.003911962	6.426047293	1.932495012	-448.4917297	-2.29543395	-13.59548623
10_33	0.002841789	3.376423027	-0.182362347	-852.3477542	-7.821792662	-48.73032986
13_3	0.010179854	0.845728683	-4.563955465	-835.5043744	-7.180772539	-179.1677987
13_6	-0.000702124	1.931941266	-4.774073927	-1152.109719	-7.919076918	-231.1632274
13_10	0.004348781	4.192287324	0.191819756	694.9891181	1.000268209	-39.14661405
13_11	-0.003717388	3.460919705	-7.072354643	-1453.794897	-12.41090288	-213.0587117
13_12	0.004444481	-1.0444442	-7.080383272	-1466.730891	-6.106780713	-139.1198742
13_13	-0.025561011	-3.893519426	-4.422047049	-1386.816889	-3.541086522	-197.1749004
13_14	0.002101405	-1.931288786	-3.969725851	-1141.260749	-7.649220682	-180.8425488
13_16	0.011962454	-3.529170561	-3.838700566	-1437.400236	2.510460047	-184.3661647
13_17	0.007748808	-4.674705227	-4.055654309	-873.141947	-4.105283642	-128.2871458
13_18	0.032423771	-3.392786569	-5.51996676	-1584.123047	-6.965392088	-197.3467863
13_19	0.004268255	-1.958916347	-3.539379152	-1410.281986	-10.77424258	-261.7871381
13_21	-0.007562119	-7.532353609	-7.919703139	-351.4044639	-13.16572334	-113.5507379
13_28	-0.000660162	-1.174226066	-5.262577942	-942.7108124	-4.923612919	-141.4755947
13_29	0.05884929	-4.889386722	-4.785320291	-1215.473625	-11.80754822	-228.0456139
29_1	0.005681843	0.778144818	-4.053159973	-2117.205229	0.2868593	-189.1258688
29_2	0.012461691	2.23563754	-3.010899172	-1444.524461	-7.458787987	-193.1038312
29_3	0.001407076	-3.358942811	-2.407361328	-1063.993977	-1.379770476	-127.5713678
29_4	0.011774316	-0.942738139	-4.240256514	-1725.835466	-5.159551624	-194.776708
29_5	0.022883928	-4.495816795	-2.955908168	-1525.128644	-7.614887704	-153.132904
29_8	0.013267791	0.093392918	-4.181658032	-838.3033223	-8.049205353	-146.471157
29_9	0.005938956	-2.869227739	-2.434881617	-1945.580946	1.328575748	-221.1336046
29_10	0.014210306	-1.622550835	-4.805378235	-1364.744278	-8.444892661	-221.6016268
29_11	-0.000640232	0.88464999	-4.39057834	-1421.900445	1.648461107	-172.5865735
29_12	-0.002866823	5.010825669	-3.379746755	-1026.40073	-2.845003728	-185.7294137
29_13	0.030833557	0.831803893	-3.456193272	-1947.76982	-3.67510376	-204.7563795
29_14	0.009108396	0.940595792	-5.123810946	-1647.531208	-12.91757899	-232.3808072
29_15	-0.006316266	2.848969314	-4.054767538	-807.9470297	0.853095355	-143.7108768
29_17	0.023399275	-3.853031074	-3.184980954	-1762.572572	-4.551917531	-197.2829038
29_19	-0.01088396	-3.622656069	-2.400119567	-983.2690621	-5.235913645	-193.9834349
29_22	0.004940615	-3.756206795	-2.086249015	-898.4565866	-2.78671657	-196.1545013
29_29	0.016831118	-1.823060017	-3.519604494	-1030.971866	-7.786091206	-198.8867232
